airline_sentiment	airline	text
neutral	Virgin America	@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y
neutral	Virgin America	@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4
positive	Virgin America	@VirginAmerica I see what you did there ;)
neutral	Virgin America	@VirginAmerica way to take advantage of #MayweatherPacquiao :)
neutral	Virgin America	@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao
positive	Virgin America	@VirginAmerica your inflight team makes the experience #amazing!
positive	Virgin America	@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J
negative	Virgin America	"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED"
neutral	Virgin America	@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef
positive	Virgin America	@VirginAmerica fav airline
positive	Virgin America	@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-)
neutral	Virgin America	👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”
neutral	Virgin America	@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.
negative	Virgin America	@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help
positive	Virgin America	@VirginAmerica Thank you!!
negative	Virgin America	@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.
neutral	Virgin America	@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!
neutral	Virgin America	@VirginAmerica I need you to follow back in order to DM.
neutral	Virgin America	@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄
neutral	Virgin America	@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.
negative	Virgin America	@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!
negative	Virgin America	@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!
negative	Virgin America	@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-)
neutral	Virgin America	@VirginAmerica what is your policy on flying after surgery?
neutral	Virgin America	@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg
negative	Virgin America	"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!"
positive	Virgin America	@VirginAmerica would love to do more for virgin just like I do for @GoPro
neutral	Virgin America	@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I
neutral	Virgin America	"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application."
neutral	Virgin America	@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq
neutral	Virgin America	"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ"
negative	Virgin America	@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS
neutral	Virgin America	@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA
neutral	Virgin America	@VirginAmerica @madbee95 check the website before you go to the airport!
negative	Virgin America	@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr
neutral	Virgin America	@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8
positive	Virgin America	@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry
negative	Virgin America	"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff"
negative	Virgin America	@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
positive	Virgin America	@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
positive	Virgin America	"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!"
positive	Virgin America	@VirginAmerica happy to spend the day together. Let's do this!
neutral	Virgin America	@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9
neutral	Virgin America	@VirginAmerica missed my flight. How does standby work?
positive	Virgin America	.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps
neutral	Virgin America	@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
positive	Virgin America	@VirginAmerica thank you! I absolutely will 😎
negative	Virgin America	@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD
neutral	Virgin America	@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘
negative	Virgin America	@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg
negative	Virgin America	"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW"
neutral	Virgin America	@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund
neutral	Virgin America	@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
negative	Virgin America	@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
negative	Virgin America	@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?
neutral	Virgin America	@VirginAmerica add DTW and I'm sold!
positive	Virgin America	@VirginAmerica How about some free drinks on the flight back for the free promo?
positive	Virgin America	@VirginAmerica @SSal thanks!
neutral	Virgin America	@VirginAmerica momma I made it! 😁😁😁
neutral	Virgin America	@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
neutral	Virgin America	@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
neutral	Virgin America	@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair
negative	Virgin America	"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
neutral	Virgin America	@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
positive	Virgin America	@VirginAmerica Thanks!
positive	Virgin America	@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
positive	Virgin America	@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
negative	Virgin America	@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
negative	Virgin America	"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)"
neutral	Virgin America	"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd"
neutral	Virgin America	"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
negative	Virgin America	@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥
neutral	Virgin America	@VirginAmerica is my new go to airline
neutral	Virgin America	"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer"
positive	Virgin America	"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
positive	Virgin America	@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
neutral	Virgin America	@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica
negative	Virgin America	@VirginAmerica trying to check-in...but looks like your site is down?
negative	Virgin America	"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!"
negative	Virgin America	@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.
positive	Virgin America	"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
negative	Virgin America	"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???"
negative	Virgin America	@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3
negative	Virgin America	"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board"
negative	Virgin America	"@VirginAmerica
wjere is our luggage #so slow at lax"
neutral	Virgin America	@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
negative	Virgin America	"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well"
negative	Virgin America	@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email
negative	Virgin America	"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome"
neutral	Virgin America	@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo
